spotify_track_uri,title,artist,album,listened,skipped,ms_played,incognito_mode,offline,reason_start_trackerror,reason_start_switched-to-audio,reason_start_appload,reason_start_fwdbtn,reason_start_remote,reason_start_clickrow,reason_start_backbtn,reason_start_playbtn,reason_start_trackdone,reason_end_unexpected-exit-while-paused,reason_end_logout,reason_end_trackerror,reason_end_unknown,reason_end_endplay,reason_end_fwdbtn,reason_end_remote,reason_end_unexpected-exit,reason_end_backbtn,reason_end_trackdone
spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,Papa Roach,Infest,5,4,71648,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,0,0,0,0,0
spotify:track:6pSspi3xtrbXr8LqvJ9BJN,Careless Whisper - Remastered,George Michael,Twenty Five,5,5,283427,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,4,0,0,0,0
spotify:track:5RzFJd6W40SDTyZkX6xx45,I Know You Want Me (Calle Ocho),Pitbull,Pitbull Starring In Rebelution,5,5,113541,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0
spotify:track:0MsrWnxQZxPAcov7c74sSo,Holiday / Boulevard of Broken Dreams,Green Day,American Idiot,5,3,1026051,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,2,0,0,0,2
spotify:track:0FNPiAAdWdWaGr7JOnlKmi,Imagine,Snoop Dogg,Tha Blue Carpet Treatment,5,5,24143,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,3,0,0,0,0
spotify:track:6Xy7bkDe5xz2f7vtlUIjQE,Another Day in Paradise,Quinn XCII,Change of Scenery,5,5,50600,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0
spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,Majestic,Rasputin,5,3,324592,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,2,1,0,0,0,1
spotify:track:6hcUMWNYcoRygbg7cdxrZL,POLKA,Rosa Chemical,FOREVER,5,3,426570,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,2,0,0,0,2
spotify:track:4lO57zZGFcj7vSY4QhfVDq,She's The One,Robbie Williams,I've Been Expecting You,5,3,724023,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,2,0,0,0,2
spotify:track:1vxw6aYJls2oq3gW0DujAo,Crazy,Gnarls Barkley,St. Elsewhere,5,2,407686,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,2,0,0,0,0,2
spotify:track:4D6TpthzUVNTjWQqfBW5Kb,All Of The Lights (Interlude),Kanye West,My Beautiful Dark Twisted Fantasy,5,4,72084,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,4,0,0,0,0,1
spotify:track:6ho0GyrWZN3mhi9zVRW7xi,Losing It,FISHER,Losing It,5,5,115722,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,3,2,0,0,0,0
spotify:track:6tp27J7xy18DQiQXut3GsF,Don't Lie,Black Eyed Peas,Monkey Business,5,5,32013,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0
spotify:track:2rgOAX5Cj3pk8JFnaPwJbd,STAI ZITTO (feat. Fabri Fibra),Salmo,Playlist,5,2,614834,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,3
spotify:track:0NWtAf6HtnfA5KFCaX6Wtz,Bitch Please II,Eminem,The Marshall Mathers LP,5,5,7562,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,3,1,0,0,1,0
spotify:track:3fCRPhzGYSd4y6K1qjFcIp,Groundhog Day,Eminem,The Marshall Mathers LP2,5,3,362784,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,1,2,0,0,0,1
spotify:track:22PJPy3Xf2EruWEeqNEOFH,Old Time's Sake,Eminem,Relapse,5,5,75050,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0
spotify:track:1vePC77pxGSUXLErDHuGtH,The Message,Grandmaster Flash,"Grandmaster Flash, Grandmaster Melle-Mel & The Furious Five: The Greatest Hits",5,5,67434,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,4,0,0,0,0
spotify:track:1BKT2I9x4RGKaKqW4up34s,Ruff Ryders' Anthem,DMX,It's Dark And Hell Is Hot,5,5,10700,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0
spotify:track:2ixsaeFioXJmMgkkbd4uj1,Budapest,George Ezra,Wanted on Voyage,5,5,102893,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2,2,0,0,1,0
spotify:track:0eO8MW9YSTK3CjdaTYKlhF,Who Am I (What’s My Name)?,Snoop Dogg,Doggystyle,5,5,23723,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0
spotify:track:1v54pVfqtSC7KbTu2C2pnM,You’re Never Over,Eminem,Recovery,5,5,16436,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
spotify:track:4qsVPnhbvEooD1bSNqvvh0,Let It Be - Remastered 2015,The Beatles,1,5,4,240587,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,3,0,0,0,1
spotify:track:5CsDo9j3N4yFZNCN1h9loS,Never Enough,Eminem,Encore,5,5,90201,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,3,1,0,0,1,0
spotify:track:6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,OneRepublic,Native,5,4,277826,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0,0,1,1
spotify:track:3sgLS1bQj1rjSXbsYAVLfk,Will Do,TV On The Radio,Nine Types of Light,5,2,692272,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,2,0,0,0,0,3
spotify:track:6cii6vbf1gITzGEpDrc5BP,Dandelions - slowed + reverb,Ruth B.,Dandelions,5,3,512073,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,2,0,0,0,1
spotify:track:6nek1Nin9q48AVZcWs9e9D,Paradise,Coldplay,Mylo Xyloto,5,3,592844,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,1,2,0,0,0,2
spotify:track:3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,5,4,319404,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,2,2,0,0,0,1
spotify:track:6oNJqGeekJO8rADd2Mktvi,ALTALENE (feat. Mara Sattei & Coez),BLOODY VINYL,BV3,5,4,188404,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,1
spotify:track:3NRql0A1Ef4RCvT473iqgD,Hell N Back,Bakar,Hell N Back,5,2,718779,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,1,0,0,0,3
spotify:track:6K07Ahf6V7CAQn0ikrOztl,So Appalled,Kanye West,My Beautiful Dark Twisted Fantasy,5,5,13850,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,4,1,0,0,0,0
spotify:track:6EXi6ZqTITKGtVBKqbphjL,Porcelain,Moby,Play,5,4,250173,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,2,0,0,0,1
spotify:track:2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,Blurryface,5,4,334216,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,2,2,0,0,0,1
spotify:track:4WgvTITBJbEfCJHguiE7QS,The Monster,Eminem,The Marshall Mathers LP2,5,5,14435,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0
spotify:track:3F9ByoUqu31xU0I3G5xfVg,Meet Me Halfway,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),5,4,403875,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,2,2,0,0,0,1
spotify:track:6CjtS2JZH9RkDz5UVInsa9,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,The Heist,5,4,177156,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,2,2,0,0,0,0
spotify:track:19XpFsce28aByvCC4g89tJ,Too Sweet,Hozier,Unreal Unearth: Unaired,5,1,1012071,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,4
spotify:track:68rcszAg5pbVaXVvR7LFNh,One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,Asaf Avidan,One Day / Reckoning Song (Wankelmut Remix),5,4,308054,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,3,0,0,0,1
spotify:track:4nva9EpKntUTs6CRSGBCn9,Just A Lil Bit,50 Cent,The Massacre,5,3,508098,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2
spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,Royals,Lorde,Pure Heroine,5,3,411720,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,2,1,0,0,0,2
spotify:track:63SevszngYpZOwf63o61K4,Nevermind,Dennis Lloyd,Nevermind,5,3,342394,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,1,0,0,0,2
spotify:track:44Du2IM1bGY7dicmLfXbUs,Final Fantasy,Drake,Scorpion,5,4,239812,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1
spotify:track:2bLqfJjuC5syrsgDsZfGmn,The Way I Are,Timbaland,Shock Value,5,4,229689,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,2,2,0,0,0,1
spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go,KALEO,A/B,5,2,684198,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,2,0,0,0,0,3
spotify:track:18TtVZgD09HpU7lUXR0kPI,When I'm Gone,Eminem,Curtain Call: The Hits,5,3,745283,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2
spotify:track:0qcjuYtMWhBjXg0Xwt5SzS,Just Lose It,Eminem,Encore,5,4,259011,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,3,0,0,0,1
spotify:track:3YqJ0iaDWM0aqEDQExd2j3,Don't Like.1,Kanye West,G.O.O.D.,5,5,41239,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0
spotify:track:0XRbYXQUymj9SJkrr8YK5B,Keep Ya Head Up,2Pac,Strictly 4 My N.I.G.G.A.Z...,5,5,16707,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0
spotify:track:363rtOZlRspu9BYriTeJ5c,Angeli e Demoni (feat. Mina),Mondo Marcio,UOMO!,5,5,9810,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0
spotify:track:5mJDKaEsF02C8BOZoJ14rl,ANTIPATICO,Salmo,FLOP,5,3,243669,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,3,0,0,0,2
spotify:track:2Ih217RCGAmyQR68Nn7Cqo,You Know How We Do It,Ice Cube,Lethal Injection,5,2,721924,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,2,0,0,0,0,3
spotify:track:2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,Doja Cat,Paint The Town Red,5,3,540886,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,2,0,0,0,2
spotify:track:003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,Hot Fuss,5,5,25630,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0
spotify:track:504zDSdLx2f15jBAoSrmFp,Jimmy Crack Corn,Eminem,Eminem Presents The Re-Up,5,5,140514,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0
spotify:track:51LIqkda3pTeECZUhMnool,Straightjacket,Quinn XCII,The Story of Us,5,3,754656,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,2,0,0,0,2
spotify:track:4cWrKV5SN7AknqPy4ryBDG,Casa Mia,Ghali,Casa Mia,5,4,233939,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,4,0,0,0,0,1
spotify:track:7lgvU7WnwcNZ8dbGUz8yhP,Bitch Please II,Eminem,The Marshall Mathers LP,5,5,115018,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,4,1,0,0,0,0
spotify:track:7gY3qneACKqhzMD5jBo6Zq,Lucifero (prod. Yazee),Nitro,Lucifero (prod. Yazee),5,0,902270,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,4
spotify:track:7hU3IHwjX150XLoTVmjD0q,MONEY,LISA,LALISA,5,4,428522,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,3,0,0,0,1
spotify:track:2KFg8kjYy0rYjWsXGhEQHN,Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,Ready to Die,5,5,56252,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0
spotify:track:0B5kY9i9bmP7554oU4jRoO,Funkytown - Single Version,Lipps Inc.,'80s Pop #1's,5,3,526480,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,1,0,0,0,2
spotify:track:2TwfqpwieYnr3B2xKCxTQB,Ma Chérie - DJ Antoine & Mad Mark 2K12 Radio Edit,DJ Antoine,2010,4,2,428419,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,2
spotify:track:20qlAd6sHAYjc7TrrM5VeY,che t'o dico a fa',Angelina Mango,che t'o dico a fa',4,4,41456,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
spotify:track:6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road,4,4,60470,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0
spotify:track:5YPKiDLejR1JhnX6w2lhro,Spigoli (feat. Mara Sattei & thasup),Carl Brave,Coraggio,4,3,370417,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,1,0,0,0,1
spotify:track:6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,4,4,25866,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0
spotify:track:3SImXx6qmobDK2q7MKeR1Z,"Bitch, Don’t Kill My Vibe - Remix",Kendrick Lamar,"good kid, m.A.A.d city",4,4,58642,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0
spotify:track:1GVkrFVc94CTjm9bdSmGjp,Feet Don't Fail Me Now,Joy Crookes,Feet Don't Fail Me Now,4,4,7831,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0
spotify:track:1u73tmG4xQschbK8cXxSD9,Love Tonight,Shouse,Love Tonight,4,4,26978,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0
spotify:track:1WQxLQxEDMDwuaAmRXDHIw,PARE (feat. Madame),Ghali,Sensazione ultra,4,2,333508,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,2
spotify:track:3eTMWHfAxwRop0mAl1uOe5,Changes,PNAU,Changa,4,3,351432,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,1,0,0,0,1
spotify:track:3INsYP1Y8GG4qJvBsKCdXC,Don't Stop Me Now - ...Revisited,Queen,Bohemian Rhapsody,4,4,126157,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,2,0,0,1,0
spotify:track:3eMsgWDRq5dKl5SBTYGv2J,Higher,Eminem,Music To Be Murdered By - Side B,4,4,6276,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
spotify:track:4JKwW0A2OQeAUpYZd99Lfo,Let's Ride,The Game,Doctor's Advocate,4,4,17847,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0
spotify:track:6WVSjBksHbfBVhvZew41iY,VOCE,Madame,MADAME,4,3,160302,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0
spotify:track:0gPQTLaqHDgdupKEok7J2x,7 Days,Craig David,Born to Do It,4,2,487636,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,2
spotify:track:5RBOcBpJXaNnHCGViJmYhh,The Perfect Girl,Mareux,The Perfect Girl,4,4,45453,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0
spotify:track:0mUyMawtxj1CJ76kn9gIZK,Bad Day,Daniel Powter,Daniel Powter,4,4,232850,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0
spotify:track:303ccTay2FiDTZ9fZ2AdBt,Music Sounds Better With You,Stardust,Music Sounds Better With You,4,3,599234,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1
spotify:track:17OqI90oTFZ3J8PVu6j07V,Voulez-Vous,ABBA,Voulez-Vous,4,1,760067,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,2
spotify:track:2O7jON0xYyTaSkWj9wZXCJ,Sinceramente,Annalisa,Sinceramente,4,4,109270,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0
spotify:track:47wZfF4OdME3xkIPhhpSSF,Gimme Some More,Busta Rhymes,Extinction Level Event: The Final World Front,4,3,172682,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,2,0,0,0,1
spotify:track:6IvespQWGW4USXwexlVKDm,Untouchable,Eminem,Revival,4,4,10496,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Idol Episode 4,4,4,25514,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
spotify:track:2aqe2NgAwmMlPgtf1MnGoy,Gotta Have It,JAY-Z,Watch The Throne,4,4,23554,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0
spotify:track:7EM7aTxoicXDjIy3gK6Pnu,A Volte Esagero,Marracash,Status,4,2,473348,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,2
spotify:track:3FtYbEfBqAlGO46NUDQSAt,Electric Feel,MGMT,Oracular Spectacular,4,4,25300,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
spotify:track:4rhcqdXTzNX9uZRZybj3UP,Make It Rain,Ed Sheeran,x - Wembley Edition,4,4,184181,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,1,0,0,1,0
spotify:track:0ZjxK3xSqyFEDKMMnA7fyl,MIU MIU,Tony Effe,ICON,4,4,22891,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
spotify:track:2ygMBIctKIAfbEBcT9065L,Pump It,Black Eyed Peas,Monkey Business,4,4,25440,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0
spotify:track:4b93D55xv3YCH5mT4p6HPn,Ocean Drive,Duke Dumont,Duality,4,3,216541,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
spotify:track:6GyFP1nfCDB8lbD2bG0Hq9,Midnight City,M83,"Hurry up, We're Dreaming",4,4,26676,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0
spotify:track:2tIyoiGw4F82z2C8zb7eZB,TU MI HAI CAPITO (feat. Sfera Ebbasta),Madame,MADAME,4,2,428354,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,2
spotify:track:0muEgLSADRCBEIBzoivkqS,Bro (feat. Tedua),Ernia,68,4,2,275420,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,0,1
spotify:track:0C9rBeWAsPhmBeaYKZLN5m,Figli Delle Stelle,Alan Sorrenti,Figli Delle Stelle,4,1,791979,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,2
spotify:track:76cEI7LczlKZ1yLAHIoPBJ,NEON - Le Ali (feat. Elisa),Marracash,Persona,4,1,818644,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,2
spotify:track:2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),CKay,CKay The First,4,3,227503,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2,0,0,0,1
spotify:track:4aVuWgvD0X63hcOCnZtNFA,Hold the Line,TOTO,Toto,4,4,8043,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0
spotify:track:4M8filny20Mwlc2gnvtcgU,P.E.S.,Club Dogo,Noi Siamo Il Club (Reloaded Edition),4,1,691038,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,3
spotify:track:4nS6mZBLYgtksYyXsuXgBw,"Si, ah",Frah Quintale,Regardez moi,4,2,359530,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2
spotify:track:654Jxp6rUFgPckixlIusRJ,TUTA GOLD,Mahmood,TUTA GOLD,4,4,29258,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0
spotify:track:4SBqydJCEhcroni09XgT2c,ID - Ultra Music Festival Anthem,Kygo,ID,4,4,82917,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0
spotify:track:0nKZeSrqH9u31NLoTUsYBR,You Don't Know,Eminem,Eminem Presents The Re-Up,4,4,4675,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
spotify:track:3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,Blowin' Your Mind!,4,4,46010,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0
spotify:track:4Ljs6Dvpz7Arf9Ac8RN7tn,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,The Papercut Chronicles II,4,3,215356,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1
spotify:track:4hfIVhq0F0zFUcrbecsYmo,Let's Get It Started - Spike Mix,Black Eyed Peas,Elephunk,4,2,461120,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2
spotify:track:6xc77qJbTNh3yQzSopZEuw,Portofino,Il Pagante,Portofino,4,1,498372,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3
spotify:track:0Thqjtu54vKMP06pwZkAWp,G.O.M.D,J. Cole,2014 Forest Hills Drive,4,4,31704,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0
spotify:track:0Fv6CfegUbD5Egs0dj8CVB,My Name Is,Eminem,The Slim Shady LP,4,4,164039,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,1,0,0,0,0
spotify:track:4lJNen4SMTIJMahALc3DcB,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",Sia,"LABRINTH, SIA & DIPLO PRESENT... LSD",4,2,379913,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2
spotify:track:0zxvemE96KZ4xBrFolkL1Y,In Radio,Marracash,Status,4,3,225404,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0
spotify:track:5BqUbKq9rCMrCkRtAiz8XA,Settimana Bianca,Il Pagante,Paninaro 2.0,4,3,166659,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,0,0,0,1
spotify:track:4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),4,1,638075,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,0,2
spotify:track:6vB49BJ70zBpDrrAPwdaB8,Drive Slow,Kanye West,Late Registration,4,4,38803,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
spotify:track:1VNARx6Sm6ZYAsDMCGiU1B,LUNEDI',Salmo,Playlist,4,3,213611,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1
spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",The Rolling Stones,Aftermath,4,4,6438,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0
spotify:track:5yV5BnOqM941OwWF5Tx6Yv,SUPREME - L'ego,Marracash,Persona,4,3,435214,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1
spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,Drake,Scorpion,4,3,499705,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1
spotify:track:31rWRFlQyMpmF6hfN4vUFj,SIMPLY THE BEST,Black Eyed Peas,ELEVATION,4,4,161758,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0
spotify:track:7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,Torches,4,4,19670,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0
spotify:track:0yhxBvedRdGxsPZHJNI4VA,I Thought About Killing You,Kanye West,ye,4,4,110815,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0
spotify:track:6sCtddSFg3foJn4K2pIhfQ,Hail Mary,Makaveli,The Don Killuminati: The 7 Day Theory,4,4,19541,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
spotify:track:2grjqo0Frpf2okIBiifQKs,September,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",4,2,435729,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2
spotify:track:0pMUgJwp0a7Wxypy8xfmMO,Yellow Brick Road,Eminem,Encore,4,3,358068,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,0,0,0,1
spotify:track:1MCSc1ZxlwV5muFXKocAnW,Barrio,Mahmood,Barrio,4,3,181055,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0,0,0,0,1
spotify:track:5eyL6waluu7hXrRrWewBFU,30ºC,ANNA,30ºC,4,4,23958,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0
spotify:track:5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Mark Ambor,Belong Together,4,4,17731,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
spotify:track:02fHDy3xEetr1EX6qw3Cas,Vai!,Alfa,Vai!,4,4,59378,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0
spotify:track:37L7CN8VlbcLZIpWLG2QiU,BABY GODDAMN,Tananai,"RAVE, ECLISSI",4,4,11988,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
spotify:track:6sf35vqrEAN8fOFzrKmv9A,Fire Squad,J. Cole,2014 Forest Hills Drive,4,4,88654,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0
spotify:track:1qsHYUd2c1wFGcn7e63QmG,Yikes,Kanye West,ye,4,4,25881,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0
spotify:track:2ihCaVdNZmnHZWt0fvAM7B,Little Talks,Of Monsters and Men,My Head Is An Animal,4,4,12486,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0
spotify:track:0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,After Hours,4,1,417017,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,2
