spotify_track_uri,title,artist,album,listened,skipped,ms_played,incognito_mode,offline,reason_start_trackerror,reason_start_switched-to-audio,reason_start_appload,reason_start_fwdbtn,reason_start_remote,reason_start_clickrow,reason_start_backbtn,reason_start_playbtn,reason_start_trackdone,reason_end_unexpected-exit-while-paused,reason_end_logout,reason_end_trackerror,reason_end_unknown,reason_end_endplay,reason_end_fwdbtn,reason_end_remote,reason_end_unexpected-exit,reason_end_backbtn,reason_end_trackdone
spotify:track:41sQhmjhPRrMv8jFKzJTRV,Petit Fou Fou (feat. ANNA),Rhove,Popolari,2,2,6902,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:0BZoZbffwUSf4cn9gdXX2S,La tipica ragazza italiana - Original Mix,DJ Matrix,La tipica ragazza italiana - EP,2,1,197170,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
spotify:track:3kcKlOkQQEPVwxwljbGJ5p,Kernkraft 400 (A Better Day),Topic,Kernkraft 400 (A Better Day),2,2,5790,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:7EQGXaVSyEDsCWKmUcfpLk,Die Young,Kesha,Warrior (Expanded Edition),2,1,212941,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
spotify:track:3aYEFedGDfaZnxj0ezWf44,HELLRAISERS,Salmo,CVLT - HELLRAISERS,2,2,3013,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:7Djpvy4lZJNI8rTOVLf1H7,3 a.m.,Eminem,Relapse: Refill,2,2,19719,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0
spotify:track:14XAuSrVFla2uyMiYVwQtq,TÊTE (feat. Medy & VillaBanks),AVA,TÊTE (feat. Medy & VillaBanks),2,1,183174,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
spotify:track:7HW5WIw7ZgZORCzUxv5gW5,Don't Go Breaking My Heart,Elton John,Rock Of The Westies,2,1,287929,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
spotify:track:7F5dzHiZ8EmD8szZtaDZsQ,So Bad,Eminem,Recovery,2,2,2478,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:7F5Mmc4DlX6x5tW3u5zxwt,Work,Iggy Azalea,The New Classic,2,2,40093,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:1bZIs6zAOtFJLORZVojCUH,Ma non tutta la vita,Ricchi E Poveri,Ma non tutta la vita,2,2,59905,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:4oFtLSgHyZPNYDCcANhTnO,Institutionalized,Kendrick Lamar,To Pimp A Butterfly,2,2,23943,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,The Weeknd,Starboy,2,2,17460,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:7MMJa7cjMadOSR6CFWvB1x,La musica non c'è,Coez,Faccio un casino,2,1,224420,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
spotify:track:7MIhUdNJtaOnDmC5nBC1fb,Deep Down (feat. Never Dull),Alok,Deep Down (feat. Never Dull),2,2,19393,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:7L93GESzq43UkKUt5FsOCq,Jump Around - 30 Years Remaster,House Of Pain,House of Pain (Fine Malt Lyrics) [30 Years],2,2,21351,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:7L7QYf7S6wg6pseN2C0d6K,Gli occhi,Frah Quintale,Regardez moi,2,2,3463,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:7Ks4VCY1wFebnOdJrM13t6,Wesley's Theory,Kendrick Lamar,To Pimp A Butterfly,2,2,24628,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
spotify:track:7KPUNvu6Vvh3FBsWU2HjeD,This Is What You Are,Mario Biondi,Handful Of Soul,2,2,30542,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator",Flower Boy,2,1,23533,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
spotify:track:2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT,2,2,13436,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:4rmK0BSBLMiwNJ6iwWXJm1,Outro,Thomas Chong,2001,2,1,24689,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
spotify:track:7bOavTG3jFHZ9ppyGfdz6O,Ken Kaniff - Skit,Eminem,The Marshall Mathers LP,2,1,13507,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
spotify:track:7b4vbqgzMhbFa0wdjfftQJ,One Kiss (with Dua Lipa) - Oliver Heldens Remix,Calvin Harris,One Kiss (with Dua Lipa) [Remixes],2,2,3190,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
spotify:track:5FF6Pyuh5jW6ybKHiaiGMy,Sherane a.k.a Master Splinter’s Daughter,Kendrick Lamar,"good kid, m.A.A.d city",2,2,33732,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:5EXLYWZGnmYC01H53WUAhi,Sono un bravo ragazzo un po' fuori di testa,Random,Montagne russe,2,2,87877,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:2KBRNUt33CrlaFPEz4bQYs,Favorite Bitch (feat. Ty Dolla $ign),Eminem,Music To Be Murdered By - Side B,2,2,6514,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:0hfBRQVuRT2R8KDwjjir1q,The Real Slim Shady - Instrumental,Eminem,The Marshall Mathers LP,2,2,4867,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:09FfQO3PqHO4HIJL511Ksi,Nice Guy (with Jessie Reyez),Eminem,Kamikaze,2,2,1369,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:2p5OyhSm5fS90n0Q7R3r6D,CRAZY LOVE,Marracash,"NOI, LORO, GLI ALTRI",2,2,3423,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:1bxEpNR75Hq3T2oF9AZjt8,u,Kendrick Lamar,To Pimp A Butterfly,2,2,9440,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:7hDVYcQq6MxkdJGweuCtl9,ocean eyes,Billie Eilish,dont smile at me,2,2,91131,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:1bxwBJATDPRf99OS9FF0vR,All That Glitters,Earl,Tongue Tied,2,2,8730,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:0fmBl9B10gwAna3YN4MnU6,Careful What You Wish For,Eminem,Relapse [Deluxe],2,2,9963,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,Please Please Please,2,2,17955,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:7fLzbEOBOae9lUnOwr7Tse,Memories (feat. Kid Cudi),David Guetta,One More Love,2,1,220413,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
spotify:track:7fH13hSOyNoeiDGbjEnTUC,Brivido,Guè,Bravo Ragazzo,2,1,229232,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
spotify:track:7kS2AVRk5Yj6BTj8PyJFfC,Paprika,Ghali,Paprika,2,2,10080,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:3me7fQdjgO8NHscb3xPaBa,BRAVI A CADERE - I polmoni,Marracash,Persona,2,0,200234,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
spotify:track:4rDbp1vnvEhieiccprPMdI,Somebody To Love - Remastered 2011,Queen,A Day At The Races,2,2,4130,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:1cEUi8QulMj1xgrPwwGC2p,Tone Deaf,Eminem,Music To Be Murdered By - Side B,2,2,3853,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:7leW1Dmvs9A4oDh9i5Qwpz,These Words,Badger,These Words,2,2,3116,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:08CLDBSQitOfSOMJXDUEHr,Movimento lento (feat. Federico Rossi),Annalisa,Movimento lento (feat. Federico Rossi),2,2,16076,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:1cS0TgbR263ey9jn0MwD2s,River (feat. Ed Sheeran),Eminem,Revival,2,2,1850,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:7nzsY8vlnKdvGOEE0rjAXZ,Arabella,Arctic Monkeys,AM,2,1,229766,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
spotify:track:5LhI8m7n8xlQmNe3b7Rwis,Madonna,Natanael Cano,Madonna,2,2,8444,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:5LZVK19ieaV8Mk9FsqTL3F,Ridere,Pinguini Tattici Nucleari,Fuori dall'Hype Ringo Starr,2,1,217653,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
spotify:track:4YrSnXW1BY4miMAFoNBiaE,Control,Zoe Wees,Golden Wings,2,2,15631,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:5LWZA5aRYBdO7FqcrKjfVs,polka 2 :-/,Rosa Chemical,FOREVER AND EVER,2,0,415522,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
spotify:track:7sKZWN4xVOSb4miTL1vRXx,Rock Bottom,Eminem,The Slim Shady LP,2,2,1551,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:5LDmD4cFF0C8BCf3tVvyBW,Beatrice (feat. Annalisa),Tedua,La Divina Commedia,2,2,29061,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:5KgbyD2lQQlIupAaPjgiXg,"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,Greatest,2,2,5553,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0
spotify:track:7rK0iM6jwuo1oizdx8suQA,Is This Love ('09) (feat. 50 Cent),Eminem,Curtain Call 2,2,2,2090,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:4HE2Ex0bjbj3YNXmV01OoM,"Toccata and Fugue in D Minor, BWV 565: I. Toccata",Johann Sebastian Bach,"Bach, J.S.: Toccata and Fugue BWV 565; Organ Works BWV 572, 590, 532, 769 & 552",2,2,20985,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:7pLXlJltmvA6Rq3tNWx0bj,Time of the Season,The Zombies,Woodstock Generation,2,2,422170,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:5KGbRvZyVyKP2AEJMHErB4,Old Yellow Bricks,Arctic Monkeys,Favourite Worst Nightmare,2,1,211956,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
spotify:track:04OERuULAbFq54j25v5dZ4,Finesse - James Hype Remix; feat. Cardi B,Bruno Mars,Finesse (Remix) [feat. Cardi B],2,2,7540,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:39OnPNYhbOOkiWSUcSsZAP,Momentum,Don Diablo,FUTURE (Deluxe Edition),2,2,10710,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:04CyMEHliadfQWMUJb1w99,BURN,¥$,VULTURES 1,2,2,5770,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
spotify:track:3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik,2,2,62920,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:7sLpSWxQazJzDVG6YGzlVs,99 Problems,JAY-Z,The Black Album,2,2,11640,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:3NvS0SxNWIPiAJoPWUpZzr,"What Is Love - 7"" Mix",Haddaway,The Album 2nd Edition,2,2,3588,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:2H1047e0oMSj10dgp7p2VG,I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),2,1,298293,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
spotify:track:2HCqVEz6R2FWiqoCSATZxC,Higher,Eminem,Curtain Call 2,2,2,3461,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:4qNWEOMyexn7b8Icyk29t9,Little Engine,Eminem,Music To Be Murdered By,2,2,1190,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:3YBWk0y7RjpqLCMJlsNPyZ,Bellissima,Annalisa,E POI SIAMO FINITI NEL VORTICE,2,2,11999,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:5NmL2zxnlt9GiTB2TQbvFM,8 Mile,Eminem,8 Mile,2,2,9419,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
spotify:track:7tldUICXp9StZFmayDxv1j,Parking Lot - Skit,Eminem,The Marshall Mathers LP2,2,1,56850,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
spotify:track:7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,2,1,361651,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
spotify:track:3LWDPEXEaLBRGNLbdcbwBR,Mr. Saxobeat - Radio Edit,Alexandra Stan,Saxobeats,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3LKGi5hi5jPeQLJQSi9N8E,Violet Hill,Coldplay,Viva La Vida (Prospekt's March Edition),1,1,430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:3L2YOO6dDiB91M1AbQ0CCR,No Make-Up (Her Vice) (feat. Colin Munroe),Kendrick Lamar,Section.80,1,0,235921,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:3IaAYtmN8T0YIYVqnxNnVz,Bad Guy,Eminem,The Marshall Mathers LP2,1,1,467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3IV4swNduIRunHREK80owz,Rollin' (Air Raid Vehicle),Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,1,1,8671,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3IDIpnV4qxCH9Sh9FvxHU8,Bad One,Eminem,The Death of Slim Shady (Coup De Grâce): Expanded Mourner’s Edition,1,1,927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3I9Hc2042AjwkkNBI9HWE1,Mi Gente - Dillon Francis Remix,J Balvin,Mi Gente,1,1,12650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3I0FBDc1c1BLNtXWKVjmFg,untitled 02 | 06.23.2014.,Kendrick Lamar,untitled unmastered.,1,1,5680,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3QO7zoDums3r4dBVmSyPRE,2U (feat. Justin Bieber) - Tujamo Remix,David Guetta,2U (feat. Justin Bieber),1,1,10670,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:3QLjDkgLh9AOEHlhQtDuhs,Best I Ever Had,Drake,So Far Gone,1,1,5448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Michael Marcagi,Scared To Start,1,1,3373,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3PHVj8LcrqgZUhS5LPAHc8,Say To Me,WHTKD,Say To Me,1,1,2130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:3OxL6MuctgZp1e0zxoAZhH,Young Metro,Future,WE DON'T TRUST YOU,1,1,7043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3O090PYVo1do7s3PMCoVoz,Misread,Kings of Convenience,Riot On An Empty Street,1,1,4280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3Nxw6eeFpBwUbxVuSY6NC0,Chillin',Modjo,Modjo,1,1,9770,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3NPHIp7ULqyeb4ixMPaEN4,Vois sur ton chemin,Bruno Coulais,I Ragazzi del Coro (Colonna sonora del film),1,1,2800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),1,1,209810,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1SShxVVBeZBCY7WddnksPz,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix,Crystal Waters,Surprise,1,1,4293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1Rt10mmWpCNEsA4MRpO7o0,Hazardous Youth - A Cappella,Eminem,The Slim Shady LP,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1RpYaDpoVelSpkVHj2yNYv,Akwaba,Magic System,Akwaba,1,1,7699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1R7eMSKgatyWobFUdbXgpL,TIME MOVING SLOW,¥$,VULTURES 2,1,0,84580,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
spotify:track:1QxxBUAx42J8pIFYJJR880,Pretty Slowly,Benson Boone,Pretty Slowly,1,1,10750,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:1QbOvACeYanja5pbnJbAmk,"Take Me Home, Country Roads",John Denver,"The John Denver Collection, Vol 1: Take Me Home Country Roads",1,1,117342,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
spotify:track:1QFh8OH1e78dGd3VyJZCAC,Boys Don't Cry,The Cure,Three Imaginary Boys,1,1,15100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1Pw5C4N6Fn5E4mGCxmbbVa,Say You Won't Let Go,James Arthur,Say You Won't Let Go,1,0,211240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:1PvfQiZRveTshlkprX8D7n,MALATI DI GIOIA,SARAFINE,MALATI DI GIOIA,1,1,23380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3RQ3NtcrW4MJZiXq5p4Hzp,Back to You,JLV,Back to You,1,1,13220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:3RKjTYlQrtLXCq5ncswBPp,"Hey, Mickey!",Baby Tate,"Hey, Mickey!",1,1,8718,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3RKLJPyyMZfwebsePAzqjL,"I'm Good Luv, Enjoy.",Aaron May,CHASE,1,1,59849,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
spotify:track:3UP0V1fn3LTTRjheC2SNVk,Pensavo fosse amore e invece... (feat. Guè),Fedez,Sig. Brainwash - L'arte di accontentare,1,0,263026,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:3UN6cIn3VIyg0z1LCuFSum,Without You (feat. Usher),David Guetta,Nothing but the Beat,1,1,12360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3U8TFdchz8dK1nYYgZgd9f,ABISSALE,Tananai,"RAVE, ECLISSI",1,1,10084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3U5JVgI2x4rDyHGObzJfNf,Unwritten,Natasha Bedingfield,Unwritten,1,1,244763,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3TroPqAzL17rgPKUE4mLfr,Children,Rudeejay,Four By Four EP,1,1,4240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:3To8zpX92dTdhtORefjgyV,DIAMANTI GREZZI,CLARA,DIAMANTI GREZZI,1,1,4320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3Tk7eEuh7bMDIAdYfSG3tb,KARMA,The Kolors,KARMA,1,1,15730,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3Ti0GdlrotgwsAVBBugv0I,Can I Kick It?,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),1,1,14740,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3ThpS8qAiT6jsaX0suYEQ1,Faccio after,Il Pagante,Entro in pass,1,1,1970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:3TI7sMXWt5lu89VGCa7q1k,ABC (feat. Tony Boy & thasup),ANNA,VERA BADDIE,1,1,1296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3THFKx88trZuOFlssVLJ5G,Broken,Gorillaz,Plastic Beach,1,1,109563,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
spotify:track:3TFyvBYEHq7cfdmIYD6RMG,Summertime,The Zombies,Begin Here,1,1,1070,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:3TCauNPqFiniaYHBvEVoHG,Beautiful,Christina Aguilera,Stripped,1,1,22960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
spotify:track:3SjUlGU736ypSJHscexz8W,The Girl Is Mine (feat. Destiny's Child & Brandy) - Club Mix,99 Souls,The Girl Is Mine featuring Destiny's Child & Brandy (Remixes) - EP,1,1,2300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:3RirAPk4n97ftP5BFDTXHf,Fanno Bam - Gabry Ponte Mix,DJ Matrix,Fanno Bam,1,1,5220,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3XwbooLtQMxO18LHNQtUT6,Cratere,Frah Quintale,Regardez moi,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:3XqufDF4TZWPH8bjptbxN6,Runaway - Remastered 2006,Jamiroquai,Driving Songs,1,1,51685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:3WpHqtFUwzIQBsV9YC5iNc,Guns Blazing (feat. Dr. Dre & Sly Pyper),Eminem,Music To Be Murdered By - Side B,1,1,833,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3WkjBJhPATpNsUF7rGSOwo,10K Scale,Tananai,Piccoli Boati,1,1,3987,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3WW5aPbiVEeRGOSQ8Ax1AA,i like the way you kiss me,midnight Berlin,i like the way you kiss me,1,1,4089,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3W2ZcrRsInZbjWylOi6KhZ,You & Me - Flume Remix,Disclosure,Settle - Special Edition,1,1,2560,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,Stargazing,1,1,5479,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3Vevii7qKqrmW8CcyzBHDl,"So Long, London",Taylor Swift,THE TORTURED POETS DEPARTMENT,1,1,7550,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3Vby4nGmtbDo7HDJamOWkT,Stuck In The Middle With You,Stealers Wheel,Stealers Wheel,1,0,208946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
spotify:track:3V45D1XTTyVZFN3liYuik6,Black & Gold,Sam Sparro,Black & Gold,1,1,14940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
spotify:track:3UrGEZVC2bbMfVcI0DGOlB,Hey Tonight,Creedence Clearwater Revival,Pendulum,1,1,13120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1O2DrCuORLOtxAwZ3kc0aC,Cerveza,Il Pagante,Cerveza,1,1,1640,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1NkwZ9TnIs8js6G0M6M7RU,Kissing Strangers,DNCE,Kissing Strangers,1,1,700,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
spotify:track:1NOgYyLQJpQ9Ntyn5GnRjr,Shake That - Radio Edit,Eminem,Shake That,1,0,2023,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
spotify:track:1NCuYqMc8hKMb4cpNTcJbD,Another Day in Paradise - 2016 Remaster,Phil Collins,...But Seriously,1,1,13430,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
